"Latest: Time (s)";"Latest: Position (m)";"Latest: Velocity (m/s)";"Latest: Acceleration (m/s²)"
0,05;-0,035318;-0,162445555556;1,04536876543
0,1;-0,044815;-0,118631111111;1,26705114198
0,15;-0,050448;-0,0480956666667;1,52615611111
0,2;-0,050656;0,0410066666667;1,64658358025
0,25;-0,045994;0,129377222222;1,50486592593
0,3;-0,036964;0,199948333333;1,14909666667
0,35;-0,025145;0,248410555556;0,672522222222
0,4;-0,011073;0,270133888889;0,119383024691
0,45;0,003069;0,261596666667;-0,460567901235
0,5;0,016275;0,223218333333;-1,01077345679
0,55;0,026604;0,155781666667;-1,44322962963
0,6;0,032531;0,0710527777778;-1,68688765432
0,65;0,034021;-0,0214033333333;-1,72243611111
0,7;0,030174;-0,109189444444;-1,55936080247
0,75;0,022514;-0,182912777778;-1,24628611111
0,8;0,011232;-0,238903333333;-0,803119444444
0,85;-0,002477;-0,267614444444;-0,256883950617
0,9;-0,01674;-0,266203888889;0,328419753086
0,95;-0,030344;-0,23366;0,885679320988
1;-0,04121;-0,173633888889;1,34345462963
1,05;-0,048524;-0,0931555555556;1,64735925926
1,1;-0,050985;-0,00118722222222;1,75729475309
1,15;-0,048663;0,0910138888889;1,65646759259
1,2;-0,041488;0,173001111111;1,34890709877
1,25;-0,030396;0,232040555556;0,88792037037
1,3;-0,017242;0,264724444444;0,34609691358
1,35;-0,002754;0,267902222222;-0,228810802469
1,4;0,010747;0,240894444444;-0,779912345679
1,45;0,022358;0,187553333333;-1,26265524691
1,5;0,030573;0,109073333333;-1,60365864198
1,55;0,033761;0,0182916666667;-1,73449691358
1,6;0,032375;-0,0728333333333;-1,65753487654
1,65;0,026067;-0,154145;-1,40559135802
1,7;0,016327;-0,218945;-1,00940030864
1,75;0,003242;-0,260024444444;-0,493915740741
1,8;-0,010899;-0,271037777778;0,0870225308642
1,85;-0,025093;-0,251100555556;0,664441666667
1,9;-0,037155;-0,20218;1,1779558642
1,95;-0,04634;-0,128114444444;1,55902376543
2;-0,050604;-0,0384;1,74683240741
2,05;-0,050344;0,0555077777778;1,71617037037
2,1;-0,044711;0,14136;1,48276512346
2,15;-0,035509;0,209977777778;1,09004907407
2,2;-0,022771;0,25481;0,582252469136
2,25;-0,008906;0,271002777778;0,00725524691357
2,3;0,005582;0,256153333333;-0,577136419753
2,35;0,018008;0,209957222222;-1,08570740741
2,4;0,027366;0,142391111111;-1,46738580247
2,45;0,03293;0,0577988888889;-1,70026975309
2,5;0,033588;-0,0359916666667;-1,7284191358
2,55;0,029082;-0,124431666667;-1,5354037037
2,6;0,0204;-0,195720555556;-1,17994537037
2,65;0,008753;-0,246787222222;-0,707511728395
2,7;-0,005388;-0,270017222222;-0,150942592593
2,75;-0,019478;-0,262826111111;0,428785802469
2,8;-0,032857;-0,225659444444;0,971443518519
2,85;-0,043099;-0,161961666667;1,41591851852
2,9;-0,04991;-0,0776027777778;1,69704259259
2,95;-0,051279;0,0167877777778;1,76031574074
3;-0,048039;0,107284444444;1,6066632716
3,05;-0,039997;0,184273888889;1,27710679012
3,1;-0,028784;0,240217222222;0,813219753086
3,15;-0,014903;0,269197222222;0,259823148148
3,2;-0,00064;0,267566111111;-0,326779012346
3,25;0,013069;0,235428333333;-0,88427808642
3,3;0,024022;0,175362777778;-1,34423117284
3,35;0,031456;0,094555;-1,64329845679
3,4;0,033952;0,00227333333333;-1,7327212963
3,45;0,031491;-0,0866805555556;-1,62358271605
3,5;0,024923;-0,166239444444;-1,35224197531
3,55;0,014143;-0,227543333333;-0,93717191358
3,6;0,001197;-0,264176111111;-0,415684876543
3,65;-0,013378;-0,272367222222;0,177257407407
3,7;-0,027485;-0,246146111111;0,760201234568
3,75;-0,039113;-0,191778333333;1,2410367284
3,8;-0,047432;-0,116741111111;1,58553703704
3,85;-0,051418;-0,0267861111111;1,75916481481
3,9;-0,050361;0,0683016666667;1,71281851852
3,95;-0,044139;0,153326111111;1,45348734568
4;-0,034261;0,219652222222;1,03791234568
4,05;-0,021194;0,261105;0,516565740741
4,1;-0,007017;0,273707777778;-0,0636
4,15;0,007419;0,255227777778;-0,650115123457
4,2;0,019758;0,205915;-1,16525524691
4,25;0,028961;0,132952777778;-1,53845432099
4,3;0,033709;0,0440366666667;-1,71784351852
4,35;0,033397;-0,0468661111111;-1,6981132716
4,4;0,028805;-0,132323333333;-1,50680709877
4,45;0,01962;-0,203805555556;-1,15530648148
4,5;0,007558;-0,253173888889;-0,671897222222
4,55;-0,006775;-0,275213333333;-0,0915203703704
4,6;-0,021402;-0,262818333333;0,503825925926
4,65;-0,03414;-0,222126111111;1,03710802469
4,7;-0,044659;-0,155298333333;1,46711820988
4,75;-0,050517;-0,0683305555556;1,72178117284
4,8;-0,05173;0,0252922222222;1,76923580247
4,85;-0,047935;0,117107777778;1,60508734568
4,9;-0,039373;0,193371111111;1,25348055556
4,95;-0,02771;0,247545;0,770386111111
5;-0,013499;0,273522222222;0,206436419753
5,05;0,000833;0,269309444444;-0,383841975309
5,1;0,014681;0,234022222222;-0,942254320988
5,15;0,025356;0,17086;-1,39347067901
5,2;0,032566;0,0880105555556;-1,67830555556
5,25;0,034628;-0,00593277777778;-1,74915401235
5,3;0,031699;-0,0948933333333;-1,62120246914
5,35;0,02475;-0,173758888889;-1,33885154321
5,4;0,013623;-0,234463333333;-0,912950617284
5,45;0,000279;-0,269447777778;-0,379347839506
5,5;-0,014469;-0,275247222222;0,218591666667
5,55;-0,028663;-0,246982222222;0,802400308642
5,6;-0,04024;-0,190994444444;1,2912191358
5,65;-0,048628;-0,112890555556;1,64513796296
5,7;-0,052285;-0,0180894444444;1,79386234568
5,75;-0,050378;0,0764483333333;1,70818549383
5,8;-0,044122;0,159564444444;1,44091080247
5,85;-0,033828;0,226243333333;1,02234567901
5,9;-0,0205;0,267452777778;0,473716049383
5,95;-0,005717;0,275967222222;-0,131087654321
6;0,008372;0,252581111111;-0,702380555556
6,05;0,020556;0,202572222222;-1,19323703704
6,1;0,029619;0,128465;-1,55783179012
6,15;0,034004;0,0394766666667;-1,74083549383
6,2;0,033744;-0,0538572222222;-1,72010709877
6,25;0,028372;-0,140955;-1,49425462963
6,3;0,018857;-0,209441111111;-1,11044691358
6,35;0,006587;-0,256017222222;-0,619491975309
6,4;-0,007866;-0,274456666667;-0,0537388888889
6,45;-0,022095;-0,261969444444;0,526876851852
6,5;-0,035179;-0,220759444444;1,07430864198
6,55;-0,045404;-0,15016;1,50846574074
6,6;-0,050898;-0,0619094444444;1,74894382716
6,65;-0,051903;0,0338116666667;1,76839969136
6,7;-0,047259;0,123788333333;1,5710287037
6,75;-0,038801;0,196741111111;1,21721049383
6,8;-0,026878;0,250376666667;0,737375617284
6,85;-0,012563;0,274468333333;0,163433950617
6,9;0,001787;0,267804444444;-0,435327777778
6,95;0,015495;0,229494444444;-0,993304938272
7;0,025911;0,162859444444;-1,41835339506
7,05;0,032358;0,0804677777778;-1,66796358025
7,1;0,034333;-0,0110655555556;-1,73442901235
7,15;0,031179;-0,100717777778;-1,60755740741
7,2;0,023779;-0,178568333333;-1,30997407407
7,25;0,012584;-0,237524444444;-0,866836728395
7,3;-0,001073;-0,269242222222;-0,323918209877
7,35;-0,015492;-0,271695555556;0,262740432099
7,4;-0,02953;-0,242373333333;0,833211419753
7,45;-0,040846;-0,184815555556;1,31467839506
7,5;-0,04887;-0,105582222222;1,65504382716
7,55;-0,052111;-0,0106438888889;1,78540895062
7,6;-0,049824;0,0829038888889;1,68040555556
7,65;-0,043273;0,164006666667;1,39939814815
7,7;-0,032822;0,228521111111;0,97122037037
7,75;-0,019305;0,265749444444;0,430512654321
7,8;-0,005094;0,273599444444;-0,160373765432
7,85;0,009325;0,249781111111;-0,746324074074
7,9;0,021179;0,194798333333;-1,23386975309
7,95;0,029533;0,120217222222;-1,57016728395
8;0,033813;0,0309444444444;-1,73129845679
8,05;0,032739;-0,0611761111111;-1,68889259259
8,1;0,027349;-0,145145;-1,46343117284
8,15;0,017661;-0,214186111111;-1,07248796296
8,2;0,004854;-0,257193333333;-0,562152469136
8,25;-0,009149;-0,272455555556;0,00408456790123
8,3;-0,023603;-0,257260555556;0,580978395062
8,35;-0,036063;-0,212278888889;1,10420401235
8,4;-0,045786;-0,142909444444;1,51985895062
8,45;-0,051262;-0,0528666666667;1,7519595679
8,5;-0,051262;0,0424472222222;1,74598611111
8,55;-0,046618;0,129457222222;1,54202469136
8,6;-0,037814;0,202848333333;1,17511419753
8,65;-0,02537;0,252307777778;0,675811111111
8,7;-0,011471;0,273601666667;0,0988546296296
8,75;0,00326;0,263220555556;-0,498210493827
8,8;0,016171;0,220837222222;-1,02619290123
8,85;0,02624;0,155213888889;-1,42537037037
8,9;0,032375;0,0722311111111;-1,66899722222
8,95;0,033779;-0,0186677777778;-1,73212962963
9;0,030521;-0,108945;-1,59767067901
9,05;0,022375;-0,186692777778;-1,26589506173
9,1;0,01085;-0,240691111111;-0,800066666667
9,15;-0,00265;-0,269601666667;-0,255813271605
9,2;-0,017346;-0,267863333333;0,325767592593
9,25;-0,030639;-0,235852777778;0,878815740741
9,3;-0,041956;-0,177378888889;1,3561095679
9,35;-0,04946;-0,0939877777778;1,67632037037
9,4;-0,051765;-2,44444444445E-05;1,76917098765
9,45;-0,049286;0,0910938888889;1,65524814815
9,5;-0,042302;0,172483333333;1,36024444444
9,55;-0,031211;0,233333333333;0,911732407407
9,6;-0,017901;0,267534444444;0,365770061728
9,65;-0,003257;0,271620555556;-0,222416358025
9,7;0,010539;0,244053888889;-0,782148765432
9,75;0,022167;0,190183333333;-1,25528691358
9,8;0,030521;0,112908888889;-1,57604469136
9,85;0,034004;0,0222772222222;-1,64989148148
9,9;0,032808;-0,063647;-1,48548018519
9,95;0,026639;-0,131002222222;-1,2205112963
10;0,016639;-0,173191111111;-1,00422296296
