"Latest: Time (s)";"Latest: Position (m)";"Latest: Velocity (m/s)";"Latest: Acceleration (m/s²)"
0,05;0,010621;-0,101637777778;-0,399002222222
0,1;0,006293;-0,121332222222;-0,370447777778
0,15;-0,000458;-0,144145666667;-0,255976481481
0,2;-0,008664;-0,155966111111;0,0210764814815
0,25;-0,017077;-0,146252222222;0,403471790123
0,3;-0,024175;-0,114312222222;0,765567654321
0,35;-0,029143;-0,0658011111111;1,03118518519
0,4;-0,031307;-0,00500166666667;1,14230092593
0,45;-0,029697;0,0569227777778;1,0556058642
0,5;-0,025058;0,106847222222;0,811024691358
0,55;-0,018445;0,141896111111;0,460366358025
0,6;-0,010049;0,156046666667;0,0347277777778
0,65;-0,00186;0,146138333333;-0,404202777778
0,7;0,005514;0,113216111111;-0,783067592593
0,75;0,010206;0,0621461111111;-1,02800648148
0,8;0,011971;0,00400722222222;-1,11395648148
0,85;0,01069;-0,0555772222222;-1,03945
0,9;0,006051;-0,106338333333;-0,80840308642
0,95;-0,000614;-0,14081;-0,465007716049
1;-0,008785;-0,155815555556;-0,0483296296296
1,05;-0,017199;-0,146416111111;0,384952469136
1,1;-0,024296;-0,115195;0,764954320988
1,15;-0,029472;-0,0655455555556;1,03376820988
1,2;-0,031325;-0,00480222222222;1,13408333333
1,25;-0,029888;0,0552327777778;1,05521080247
1,3;-0,025439;0,106485555556;0,826839814815
1,35;-0,01867;0,142887222222;0,47415154321
1,4;-0,010257;0,157296111111;0,0410981481481
1,45;-0,001964;0,147581111111;-0,404357716049
1,5;0,005462;0,114330555556;-0,786831790123
1,55;0,010188;0,0634294444444;-1,03671882716
1,6;0,012162;0,003705;-1,11914567901
1,65;0,0105;-0,0552716666667;-1,03428240741
1,7;0,006224;-0,104609444444;-0,817996604938
1,75;-0,000389;-0,141751111111;-0,484591975309
1,8;-0,008854;-0,157006111111;-0,0613660493827
1,85;-0,01706;-0,148516111111;0,37854537037
1,9;-0,024608;-0,117257222222;0,770216049383
1,95;-0,029576;-0,0669022222222;1,04601851852
2;-0,031758;-0,00551444444444;1,14973487654
2,05;-0,030096;0,0556377777778;1,06896111111
2,1;-0,02582;0,107680555556;0,829466666667
2,15;-0,01867;0,143333333333;0,46986882716
2,2;-0,01062;0,157411111111;0,0412027777778
2,25;-0,001999;0,148101111111;-0,400629320988
2,3;0,005151;0,115284444444;-0,787255864198
2,35;0,010292;0,0640811111111;-1,04497283951
2,4;0,011937;0,00344444444445;-1,12681512346
2,45;0,010552;-0,0556472222222;-1,03557222222
2,5;0,005999;-0,105735;-0,80152962963
2,55;-0,000683;-0,139552777778;-0,467671604938
2,6;-0,008647;-0,155228888889;-0,0663851851852
2,65;-0,017164;-0,147502222222;0,362578703704
2,7;-0,024296;-0,117354444444;0,749816049383
2,75;-0,029646;-0,0687372222222;1,03789290123
2,8;-0,031775;-0,00641;1,15416759259
2,85;-0,030199;0,0547744444444;1,07679753086
2,9;-0,025958;0,107648333333;0,838146296296
2,95;-0,018739;0,143386111111;0,477469135802
3;-0,010776;0,157986111111;0,0502796296296
3,05;-0,002016;0,149232777778;-0,392969444444
3,1;0,005133;0,116619444444;-0,781337037037
3,15;0,010396;0,0657444444444;-1,04095864198
3,2;0,012075;0,00552833333333;-1,131675
3,25;0,010915;-0,0542522222222;-1,05281234568
3,3;0,006293;-0,105464444444;-0,826767283951
3,35;-0,000216;-0,141560555556;-0,48287345679
3,4;-0,008647;-0,157592777778;-0,0524070987654
3,45;-0,017095;-0,147298333333;0,38892808642
3,5;-0,024244;-0,115350555556;0,757614506173
3,55;-0,02923;-0,0672866666667;1,01803611111
3,6;-0,031429;-0,00839555555556;1,14026697531
3,65;-0,030286;0,0544488888889;1,0779808642
3,7;-0,025525;0,107035555556;0,835494444444
3,75;-0,01886;0,142403888889;0,476339814815
