"Latest: Time (s)";"Latest: Position (m)";"Latest: Velocity (m/s)";"Latest: Acceleration (m/s²)"
0,05;0,007298;-0,0694011111111;-0,374429012346
0,1;0,004577;-0,0882238888889;-0,344064969136
0,15;-0,000657;-0,108726666667;-0,24069037037
0,2;-0,006809;-0,119005555556;-0,0120058641975
0,25;-0,013222;-0,114047222222;0,315452777778
0,3;-0,019097;-0,0879588888889;0,648874382716
0,35;-0,022805;-0,0439216666667;0,865861111111
0,4;-0,023672;0,00575611111111;0,91745
0,45;-0,022147;0,0538322222222;0,81592037037
0,5;-0,017918;0,0924711111111;0,582910185185
0,55;-0,01232;0,116287777778;0,249097530864
0,6;-0,00544;0,119634444444;-0,138157407407
0,65;0,000504;0,101581666667;-0,504888888889
0,7;0,005391;0,0664133333333;-0,796738888889
0,75;0,007852;0,0156772222222;-0,938475308642
0,8;0,006934;-0,0355072222222;-0,892047530864
0,85;0,00397;-0,0792772222222;-0,697852469136
0,9;-0,001506;-0,109759444444;-0,388688271605
0,95;-0,00778;-0,120995555556;-0,0118098765432
1;-0,014452;-0,111432777778;0,373325617284
1,05;-0,019807;-0,08072;0,688207098765
1,1;-0,023013;-0,0373766666667;0,876439506173
1,15;-0,023845;0,0130805555556;0,912713888889
1,2;-0,021558;0,06028;0,791815740741
1,25;-0,017398;0,0972522222222;0,543130246914
1,3;-0,011229;0,118625555556;0,195541666667
1,35;-0,004678;0,118996666667;-0,200465740741
1,4;0,001579;0,0973994444444;-0,566341666667
1,45;0,00579;0,0579972222222;-0,826984259259
1,5;0,0078;0,00824166666667;-0,931619444444
1,55;0,006622;-0,0420161111111;-0,868443518519
1,6;0,003277;-0,0844877777778;-0,658164506173
1,65;-0,002425;-0,112136666667;-0,33977808642
1,7;-0,008698;-0,120832222222;0,0365783950617
1,75;-0,015371;-0,108392222222;0,410259876543
1,8;-0,020292;-0,0771305555556;0,716787962963
1,85;-0,023655;-0,0319466666667;0,902780246914
1,9;-0,023793;0,020095;0,921781790123
1,95;-0,021419;0,06729;0,770832098765
2;-0,016549;0,102095555556;0,493125
2,05;-0,010553;0,120006666667;0,130510185185
2,1;-0,003672;0,116502222222;-0,261470987654
2,15;0,00196;0,0920066666667;-0,607735185185
2,2;0,006189;0,0512033333333;-0,843561728395
2,25;0,007454;0,00131888888889;-0,925042283951
2,3;0,006293;-0,0480744444444;-0,841163271605
2,35;0,002272;-0,0884844444444;-0,615233950617
2,4;-0,00317;-0,113600555556;-0,288090123457
2,45;-0,009859;-0,119445555556;0,0909990740741
2,5;-0,015977;-0,104189444444;0,46044691358
2,55;-0,021038;-0,0702483333333;0,751835493827
2,6;-0,023516;-0,0236844444444;0,911387345679
2,65;-0,02362;0,0277966666667;0,903360185185
2,7;-0,020483;0,0734316666667;0,730639506173
2,75;-0,015735;0,105783333333;0,435305246914
2,8;-0,009149;0,119718888889;0,0692817901235
2,85;-0,002927;0,112812777778;-0,302981790123
2,9;0,002809;0,0882316666667;-0,637822222222
2,95;0,006726;0,0448388888889;-0,866501851852
3;0,007575;-0,00571722222222;-0,925546296296
3,05;0,006033;-0,0542233333333;-0,823135185185
3,1;0,001787;-0,0933361111111;-0,584652777778
3,15;-0,003915;-0,116907222222;-0,244531481481
3,2;-0,010778;-0,119603333333;0,140854320988
3,25;-0,016688;-0,101722777778;0,501923765432
3,3;-0,02161;-0,0669705555556;0,793019753086
3,35;-0,024105;-0,0164422222222;0,9386
3,4;-0,023256;0,0350366666667;0,894851234568
3,45;-0,020275;0,0790833333333;0,699508641975
3,5;-0,014799;0,109393333333;0,39197191358
3,55;-0,008525;0,120187777778;0,0306132716049
3,6;-0,002113;0,113045;-0,344268209877
3,65;0,003624;0,0851422222222;-0,688862654321
3,7;0,007211;0,0390988888889;-0,909297530864
3,75;0,007835;-0,0143061111111;-0,936311728395
3,8;0,005461;-0,0615627777778;-0,79180462963
3,85;0,001232;-0,0976894444444;-0,532905864198
