"Latest: Time (s)";"Latest: Position (m)";"Latest: Velocity (m/s)";"Latest: Acceleration (m/s²)"
0,05;-0,020798;0,113135555556;0,0241235802469
0,1;-0,01515;0,114061111111;0,020902808642
0,15;-0,009588;0,116358;-0,00393518518518
0,2;-0,003438;0,116849444444;-0,083702037037
0,25;0,002522;0,108980555556;-0,190781234568
0,3;0,007599;0,0967077777778;-0,283348271605
0,35;0,012294;0,0809288888889;-0,375124074074
0,4;0,016036;0,0582172222222;-0,441200617284
0,45;0,018116;0,0346927777778;-0,461137345679
0,5;0,019519;0,0109044444444;-0,451105555556
0,55;0,019155;-0,0116455555556;-0,415127160494
0,6;0,018116;-0,0298011111111;-0,390257098765
0,65;0,016331;-0,0499611111111;-0,377029938272
0,7;0,013056;-0,0687;-0,343714197531
0,75;0,009279;-0,0841166666667;-0,308325
0,8;0,004757;-0,100246111111;-0,253687037037
0,85;-0,00096;-0,111596111111;-0,158082098765
0,9;-0,00673;-0,115966111111;-0,0570191358025
0,95;-0,012603;-0,117484444444;0,0520132716049
1;-0,018788;-0,111664444444;0,176156481481
1,05;-0,024038;-0,0995011111111;0,292516049383
1,1;-0,028959;-0,0816222222222;0,391879012346
1,15;-0,032354;-0,0593961111111;0,465516975309
1,2;-0,03504;-0,0340822222222;0,510234567901
1,25;-0,035923;-0,00579388888889;0,501975617284
1,3;-0,035317;0,0172844444444;0,466077777778
1,35;-0,034191;0,0397811111111;0,441316975309
1,4;-0,031384;0,0621022222222;0,402787654321
1,45;-0,027798;0,0808155555556;0,349606790123
1,5;-0,023206;0,0971;0,288622839506
1,55;-0,018009;0,110467222222;0,207340432099
1,6;-0,011997;0,119538333333;0,0918953703704
1,65;-0,005673;0,120128888889;-0,0358919753086
1,7;0,000201;0,11543;-0,155357716049
1,75;0,006126;0,104282222222;-0,26535462963
1,8;0,010839;0,0880244444444;-0,35437345679
1,85;0,015066;0,067985;-0,42163117284
1,9;0,017752;0,0449816666667;-0,463302160494
1,95;0,019658;0,0202766666667;-0,472303395062
2;0,019761;-0,00410444444444;-0,443817592593
2,05;0,018999;-0,0239;-0,414545061728
2,1;0,017457;-0,0446916666667;-0,39759845679
2,15;0,014494;-0,0642766666667;-0,368962962963
2,2;0,01096;-0,0822544444444;-0,326094444444
2,25;0,006161;-0,0975605555556;-0,266134876543
2,3;0,00105;-0,109191111111;-0,193608950617
2,35;-0,004841;-0,117816666667;-0,0985537037037
2,4;-0,010957;-0,120684444444;0,028975308642
2,45;-0,017281;-0,115177777778;0,162591975309
2,5;-0,022721;-0,103359444444;0,276075925926
2,55;-0,027798;-0,08665;0,368975617284
2,6;-0,031523;-0,0659505555556;0,445058333333
2,65;-0,034537;-0,0418316666667;0,505421604938
2,7;-0,035941;-0,0132466666667;0,519099382716
2,75;-0,035681;0,0122238888889;0,487777469136
2,8;-0,034607;0,0354427777778;0,450814197531
2,85;-0,032094;0,0570488888889;0,414325308642
2,9;-0,028855;0,0772022222222;0,369804320988
2,95;-0,024281;0,0948622222222;0,306062037037
3;-0,019221;0,108788888889;0,21907808642
3,05;-0,013192;0,117513333333;0,112632407407
3,1;-0,007267;0,120681111111;-0,00752530864197
3,15;-0,000839;0,117092777778;-0,132657098765
3,2;0,004757;0,106218888889;-0,234917592593
3,25;0,009834;0,0928116666667;-0,319559567901
3,3;0,014252;0,0742711111111;-0,398707098765
3,35;0,017388;0,0524216666667;-0,461154938272
3,4;0,019658;0,0270172222222;-0,493604320988
3,45;0,02016;0,000535000000001;-0,473504012346
3,5;0,019484;-0,021745;-0,42382962963
3,55;0,017821;-0,0406477777778;-0,391717592593
3,6;0,015482;-0,0599677777778;-0,375520679012
3,65;0,011826;-0,0788716666667;-0,346812345679
3,7;0,007512;-0,0958494444444;-0,291665432099
3,75;0,002089;-0,109073888889;-0,209957716049
3,8;-0,003559;-0,117793888889;-0,105808950617
3,85;-0,009952;-0,120347222222;0,0141978395062
3,9;-0,015878;-0,115965;0,129324074074
3,95;-0,021664;-0,107521111111;0,243811111111
4;-0,026983;-0,0914116666667;0,35139691358
4,05;-0,030968;-0,0708722222222;0,428396604938
4,1;-0,034104;-0,0483388888889;0,49207191358
4,15;-0,036079;-0,0205511111111;0,526072530864
4,2;-0,036114;0,00658388888889;0,51270154321
4,25;-0,035282;0,0313316666667;0,480593209877
4,3;-0,032943;0,0546022222222;0,442449074074
4,35;-0,029773;0,0762222222222;0,389764506173
4,4;-0,025164;0,0942438888889;0,320958641975
4,45;-0,020226;0,108862222222;0,237122839506
4,5;-0,014093;0,118793333333;0,132992283951
4,55;-0,008116;0,122723888889;0,0157919753086
4,6;-0,001601;0,120973333333;-0,111591975309
4,65;0,004376;0,110665;-0,223455864198
4,7;0,009505;0,0976411111111;-0,316202469136
4,75;0,014304;0,0799833333333;-0,416716049383
4,8;0,01789;0,0547844444444;-0,487124691358
4,85;0,019813;0,0282611111111;-0,496077160494
4,9;0,020593;0,00380611111111;-0,470818518519
4,95;0,020143;-0,0191544444444;-0,434493209877
5;0,018531;-0,0390794444444;-0,408003395062
5,05;0,016262;-0,0591583333333;-0,395342283951
5,1;0,012623;-0,079075;-0,370682407407
5,15;0,008309;-0,0974666666667;-0,316643209877
5,2;0,002782;-0,112913333333;-0,217162345679
5,25;-0,003368;-0,120106111111;-0,0958160493827
5,3;-0,00945;-0,121648888889;0,0156024691358
5,35;-0,01567;-0,118573888889;0,127963888889
5,4;-0,021543;-0,109602222222;0,250335185185
5,45;-0,026966;-0,0931055555556;0,362365432099
5,5;-0,03102;-0,072;0,445002777778
5,55;-0,034278;-0,0476644444444;0,500725925926
5,6;-0,035923;-0,0205394444444;0,521060493827
5,65;-0,036322;0,00627277777778;0,502913580247
5,7;-0,035144;0,0304244444444;0,467869444444
5,75;-0,033169;0,052095;0,443960185185
5,8;-0,030067;0,0752911111111;0,408241358025
5,85;-0,025459;0,0946088888889;0,338336111111
5,9;-0,020434;0,109780555556;0,249565432099
5,95;-0,014318;0,120413888889;0,139721604938
6;-0,008098;0,124067777778;0,0209324074074
6,05;-0,00174;0,122737777778;-0,102992592593
6,1;0,004497;0,113818333333;-0,225945679012
6,15;0,009868;0,0992588888889;-0,330575925926
6,2;0,014581;0,0801038888889;-0,417518209877
6,25;0,018046;0,0569133333333;-0,484123148148
6,3;0,020454;0,0299344444444;-0,510322530864
6,35;0,020974;0,00396666666667;-0,494352777778
6,4;0,020766;-0,0202016666667;-0,459928395062
6,45;0,018843;-0,041885;-0,425089814815
6,5;0,016522;-0,0621111111111;-0,398983950617
6,55;0,012658;-0,0821561111111;-0,363596296296
6,6;0,008205;-0,0996738888889;-0,302891975309
6,65;0,002522;-0,113347777778;-0,21815308642
6,7;-0,003299;-0,122221666667;-0,112967592593
6,75;-0,009883;-0,126033888889;0,019699382716
6,8;-0,016345;-0,120223333333;0,154272839506
6,85;-0,022046;-0,109674444444;0,271431790123
6,9;-0,027538;-0,09322;0,383665740741
6,95;-0,031696;-0,0698966666667;0,463941358025
7;-0,034537;-0,0450861111111;0,505802777778
7,05;-0,036253;-0,0188472222222;0,527499074074
7,1;-0,036547;0,00918444444444;0,515221296296
7,15;-0,035161;0,0341122222222;0,47374382716
7,2;-0,032978;0,0558166666667;0,439282716049
7,25;-0,029669;0,0781583333333;0,398507716049
7,3;-0,025008;0,0969461111111;0,331844135802
7,35;-0,019828;0,112161666667;0,244130864198
7,4;-0,013591;0,122185;0,134591666667
7,45;-0,007388;0,126296666667;0,010050308642
7,5;-0,000683;0,123687222222;-0,123857716049
7,55;0,005329;0,112985;-0,241211419753
7,6;0,010683;0,0990466666667;-0,344600925926
7,65;0,015534;0,0784377777778;-0,438514814815
7,7;0,018722;0,0533461111111;-0,492223148148
7,75;0,020836;0,0279633333333;-0,513433333333
7,8;0,021633;0,000730555555556;-0,502229012346
7,85;0,020784;-0,0237983333333;-0,460337654321
7,9;0,019068;-0,044885;-0,423279320988
7,95;0,016279;-0,0650261111111;-0,402098765432
8;0,012641;-0,0857533333333;-0,367402469136
8,05;0,007564;-0,103437777778;-0,298487962963
8,1;0,002089;-0,116313888889;-0,208466049383
8,15;-0,0042;-0,125131111111;-0,0960163580247
8,2;-0,010715;-0,126803333333;0,0357336419753
8,25;-0,017142;-0,121875;0,173841666667
8,3;-0,023241;-0,108866111111;0,299936419753
8,35;-0,028214;-0,0907655555556;0,40027654321
8,4;-0,03251;-0,0679305555556;0,477429938272
8,45;-0,035126;-0,0418488888889;0,525230864198
8,5;-0,03672;-0,0148038888889;0,551937037037
8,55;-0,036772;0,0150622222222;0,539677469136
8,6;-0,035005;0,0409261111111;0,489346296296
8,65;-0,032562;0,0639511111111;0,434175308642
8,7;-0,028525;0,0845188888889;0,372525617284
8,75;-0,023934;0,101006111111;0,310765432099
8,8;-0,018442;0,116545;0,227199382716
8,85;-0,011979;0,125256666667;0,110946604938
8,9;-0,00569;0,128152222222;-0,0200345679012
