"Latest: Time (s)";"Latest: Position (m)";"Latest: Velocity (m/s)";"Latest: Acceleration (m/s²)"
0,05;0,161401;-0,00603555555555;0,0212403703704
0,1;0,161071;-0,00516777777778;0,0239258333333
0,15;0,160777;-0,003374;0,0226644444444
0,2;0,160811;-0,00271388888889;0,0181008641975
0,25;0,160517;-0,00215166666667;0,0220696296296
0,3;0,1605;-0,000152777777778;0,0184111728395
0,35;0,160569;0,000499999999999;-0,00109783950617
0,4;0,160621;-0,000114444444445;-0,0345895061728
0,45;0,160604;-0,00189722222222;-0,125853703704
0,5;0,160361;-0,00579833333333;-0,411947839506
0,55;0,160413;-0,0259011111111;-1,07279722222
0,6;0,159893;-0,0963311111111;-2,04904938272
0,65;0,154035;-0,236321111111;-2,87504444444
0,7;0,137918;-0,413082777778;-3,06173209877
0,75;0,111939;-0,574552777778;-2,52001141975
0,8;0,07818;-0,684158333333;-1,49984845679
0,85;0,040867;-0,729452222222;-0,31370308642
0,9;0,002844;-0,713278333333;0,848670061728
0,95;-0,03258;-0,641366666667;1,92101296296
1;-0,063515;-0,515226666667;2,82634753086
1,05;-0,085854;-0,346511666667;3,43723425926
1,1;-0,098886;-0,157621666667;3,70608302469
1,15;-0,101885;0,0373083333333;3,64000092593
1,2;-0,094623;0,219273333333;3,25688765432
1,25;-0,078696;0,371702777778;2,64052993827
1,3;-0,056201;0,490076666667;1,84383240741
1,35;-0,027918;0,563241111111;0,887892901235
1,4;0,00248;0,580303888889;-0,10889845679
1,45;0,031942;0,54927;-1,04413580247
1,5;0,059168;0,472733888889;-1,88415030864
1,55;0,081004;0,353453888889;-2,53320277778
1,6;0,095527;0,208123888889;-2,90782777778
1,65;0,102304;0,0506555555556;-2,98590277778
1,7;0,10038;-0,102127777778;-2,77798240741
1,75;0,091229;-0,23505;-2,3601558642
1,8;0,075996;-0,344114444444;-1,78441759259
1,85;0,055442;-0,418849444444;-1,08266851852
1,9;0,032479;-0,453761666667;-0,338633950617
1,95;0,008684;-0,452199444444;0,397288580247
2;-0,014261;-0,412657777778;1,09237222222
2,05;-0,033949;-0,338811111111;1,68392777778
2,1;-0,04913;-0,239045;2,13405833333
2,15;-0,058818;-0,117224444444;2,37638179012
2,2;-0,061054;0,00986833333333;2,35134104938
2,25;-0,057397;0,127247222222;2,09540524691
2,3;-0,047605;0,226434444444;1,66277962963
2,35;-0,03355;0,296919444444;1,13472901235
2,4;-0,01693;0,341157777778;0,565634876543
2,45;0,001769;0,354860555556;-0,0314833333333
2,5;0,019828;0,337030555556;-0,603237037037
2,55;0,036517;0,292131666667;-1,1107382716
2,6;0,050121;0,221272777778;-1,50034845679
2,65;0,05922;0,135307777778;-1,72508796296
2,7;0,063917;0,0423072222222;-1,78372901235
2,75;0,063466;-0,0501816666667;-1,66798981481
2,8;0,058371;-0,130497777778;-1,40794722222
2,85;0,049706;-0,193863888889;-1,06723549383
2,9;0,03825;-0,238348888889;-0,686972222222
2,95;0,025165;-0,263888888889;-0,274804320988
3;0,010954;-0,266935;0,15870154321
3,05;-0,002442;-0,247195;0,572787962963
3,1;-0,014521;-0,207877222222;0,939590432099
3,15;-0,024001;-0,149861111111;1,21962530864
3,2;-0,029928;-0,0809338888889;1,37470524691
3,25;-0,032337;-0,00663444444444;1,38750030864
3,3;-0,030448;0,0642188888889;1,24993148148
3,35;-0,025318;0,121946111111;1,0158382716
3,4;-0,017832;0,167826666667;0,720786419753
3,45;-0,007866;0,196508888889;0,369361419753
