"Latest: Time (s)";"Latest: Position (m)";"Latest: Velocity (m/s)";"Latest: Acceleration (m/s²)"
0,05;-0,017623;0,0866211111111;0,0723362345679
0,1;-0,013522;0,0911647222222;0,0382489506173
0,15;-0,008572;0,0938263333333;-0,0256402777778
0,2;-0,003726;0,0892155555556;-0,100698796296
0,25;0,00041;0,08237;-0,156565339506
0,3;0,004564;0,0734072222222;-0,207227901235
0,35;0,007869;0,0617427777778;-0,257486728395
0,4;0,010811;0,0478727777778;-0,309210185185
0,45;0,012819;0,0304894444444;-0,349062654321
0,5;0,013961;0,0111911111111;-0,351108641975
0,55;0,01384;-0,00628;-0,318612345679
0,6;0,013182;-0,0207022222222;-0,28205462963
0,65;0,011711;-0,0336027777778;-0,26007345679
0,7;0,009842;-0,0463127777778;-0,247122530864
0,75;0,007073;-0,0587922222222;-0,227494753086
0,8;0,003837;-0,0689094444444;-0,207987962963
0,85;0,000254;-0,0797738888889;-0,180670679012
0,9;-0,004228;-0,0883094444444;-0,126369444444
0,95;-0,008745;-0,0931561111111;-0,0547938271605
1;-0,013712;-0,0938283333333;0,0220074074074
1,05;-0,018246;-0,0910605555556;0,102650617284
1,1;-0,022988;-0,0840083333333;0,192066666667
1,15;-0,026848;-0,0719238888889;0,281513580247
1,2;-0,030344;-0,055615;0,360751234568
1,25;-0,032646;-0,0343061111111;0,403291049383
1,3;-0,033771;-0,0129072222222;0,395226851852
1,35;-0,033822;0,00642833333333;0,358863271605
1,4;-0,032974;0,0224888888889;0,326594135802
1,45;-0,031607;0,0385627777778;0,302605246914
1,5;-0,029063;0,0531672222222;0,271014197531
1,55;-0,026225;0,06613;0,229580555556
1,6;-0,022348;0,0765722222222;0,17791882716
1,65;-0,018437;0,0838988888889;0,124994753086
1,7;-0,013885;0,0890805555556;0,0704990740741
1,75;-0,009403;0,0911566666667;0,010299691358
1,8;-0,004678;0,0905027777778;-0,0586305555556
1,85;-0,000196;0,0859166666667;-0,138430555556
1,9;0,004148;0,0762583333333;-0,21128117284
1,95;0,007506;0,0639905555556;-0,26882808642
2;0,010604;0,0496038888889;-0,323238888889
2,05;0,012698;0,0308822222222;-0,355693518519
2,1;0,013719;0,0116055555556;-0,340230555556
2,15;0,01365;-0,00398;-0,30476882716
2,2;0,013269;-0,0180933333333;-0,279908024691
2,25;0,011833;-0,0315727777778;-0,263523148148
2,3;0,010085;-0,044325;-0,252185493827
2,35;0,007385;-0,0568255555556;-0,240461728395
2,4;0,004339;-0,0681144444444;-0,228265740741
2,45;0,000687;-0,0805755555556;-0,19517191358
2,5;-0,003865;-0,0898111111111;-0,121280246914
2,55;-0,008641;-0,0922427777778;-0,0499385802469
2,6;-0,013037;-0,0941127777778;0,0135478395062
2,65;-0,018195;-0,09213;0,0986441358025
2,7;-0,022504;-0,0846255555556;0,191513888889
2,75;-0,026813;-0,0727611111111;0,280159876543
2,8;-0,02998;-0,0560816666667;0,353128395062
2,85;-0,032576;-0,0359311111111;0,390926851852
2,9;-0,03358;-0,0153166666667;0,391002160494
2,95;-0,034047;0,00410444444444;0,368025617284
3;-0,033078;0,0215611111111;0,339614197531
3,05;-0,03185;0,0377944444444;0,313699382716
3,1;-0,029288;0,0532877777778;0,28027962963
3,15;-0,026415;0,0663511111111;0,236089197531
3,2;-0,022556;0,0770622222222;0,186276851852
3,25;-0,01861;0,0850944444444;0,132294753086
3,3;-0,013954;0,0906516666667;0,0703799382716
3,35;-0,009385;0,0923111111111;0,00401759259259
3,4;-0,004626;0,0912333333333;-0,0657858024691
3,45;-5,7E-05;0,0855716666667;-0,133881790123
3,5;0,003993;0,0776272222222;-0,199080246914
3,55;0,007817;0,0664083333333;-0,274110493827
3,6;0,010898;0,0498277777778;-0,337020679012
3,65;0,012906;0,0306533333333;-0,35777037037
3,7;0,013875;0,0127844444444;-0,347940123457
3,75;0,014186;-0,00474222222222;-0,321806790123
3,8;0,013269;-0,0195177777778;-0,292284876543
3,85;0,012196;-0,0332872222222;-0,275434567901
3,9;0,009946;-0,0468827777778;-0,262067901235
3,95;0,007471;-0,0595527777778;-0,246862654321
4;0,00401;-0,0722811111111;-0,215901234568
4,05;9,90000000001E-05;-0,0817844444444;-0,169641666667
4,1;-0,004211;-0,0897938888889;-0,110255555556
4,15;-0,009091;-0,0930911111111;-0,0426092592593
4,2;-0,013591;-0,0940077777778;0,0264382716049
4,25;-0,018645;-0,0910727777778;0,108735802469
4,3;-0,022902;-0,0831877777778;0,193691049383
4,35;-0,027056;-0,0721788888889;0,285215740741
4,4;-0,030448;-0,0541861111111;0,362298148148
4,45;-0,032559;-0,0339572222222;0,396795987654
4,5;-0,033857;-0,0129811111111;0,39519537037
4,55;-0,033788;0,00644888888889;0,370049074074
4,6;-0,033148;0,0243166666667;0,336065740741
4,65;-0,031261;0,0400094444444;0,300309876543
4,7;-0,029115;0,0543222222222;0,265115432099
4,75;-0,025758;0,0670061111111;0,221967283951
4,8;-0,022227;0,075855;0,187833950617
4,85;-0,018298;0,0860716666667;0,145751851852
4,9;-0,013418;0,0918761111111;0,0755209876543
4,95;-0,008953;0,0938588888889;-0,00174166666667
5;-0,003882;0,0919272222222;-0,0839783950617
5,05;0,000479;0,0846422222222;-0,150975925926
5,1;0,004564;0,0765483333333;-0,211393209877
5,15;0,008337;0,0638438888889;-0,274589197531
5,2;0,011054;0,0485744444444;-0,325352469136
5,25;0,013304;0,0305944444444;-0,358657407407
5,3;0,014152;0,011575;-0,363706172839
5,35;0,014446;-0,00682722222222;-0,343752469136
5,4;0,013425;-0,0240266666667;-0,300004938272
5,45;0,011781;-0,0362288888889;-0,266211728395
5,5;0,009877;-0,049295;-0,25637808642
5,55;0,006866;-0,0621894444444;-0,241906481481
5,6;0,003612;-0,0741044444444;-0,215281172839
5,65;-0,000611;-0,0844294444444;-0,170457098765
5,7;-0,004955;-0,0915716666667;-0,112601851852
5,75;-0,009818;-0,096745;-0,0329237654321
5,8;-0,014941;-0,0952461111111;0,0560947530864
5,85;-0,019441;-0,0906077777778;0,136964197531
5,9;-0,024165;-0,0817622222222;0,22073117284
5,95;-0,027817;-0,0681222222222;0,294866975309
6;-0,031036;-0,0522594444444;0,363270987654
6,05;-0,033321;-0,0307588888889;0,405080246914
6,1;-0,034082;-0,00955722222222;0,399592592593
6,15;-0,034221;0,010395;0,366908024691
