"Latest: Time (s)";"Latest: Position (m)";"Latest: Velocity (m/s)";"Latest: Acceleration (m/s²)"
0,05;-0,048503;0,403758888889;0,113864259259
0,1;-0,028826;0,413285277778;-0,0426980555556
0,15;-0,007192;0,414095666667;-0,357501388889
0,2;0,013854;0,389488888889;-0,886120771605
0,25;0,033288;0,328553888889;-1,51150435185
0,3;0,048063;0,233992222222;-2,04347351852
0,35;0,05759;0,116496666667;-2,38575802469
0,4;0,060344;-0,0151555555556;-2,47224166667
0,45;0,055806;-0,141708333333;-2,2943558642
0,5;0,045465;-0,251758888889;-1,92129969136
0,55;0,029858;-0,340382777778;-1,37687253086
0,6;0,010095;-0,39578;-0,681233024691
0,65;-0,011297;-0,411899444444;0,10015617284
0,7;-0,032706;-0,386762777778;0,901979012346
0,75;-0,05169;-0,319266111111;1,63458888889
0,8;-0,066101;-0,215982777778;2,18811944444
0,85;-0,07419;-0,0899122222222;2,48741141975
0,9;-0,07535;0,0434983333333;2,51807592593
0,95;-0,069634;0,171747222222;2,29589753086
1;-0,057475;0,282207777778;1,84234074074
1,05;-0,040275;0,363763888889;1,19632037037
1,1;-0,019576;0,407219444444;0,421747530864
1,15;0,002231;0,406987777778;-0,381981481481
1,2;0,022739;0,366048333333;-1,12225740741
1,25;0,040165;0,290356111111;-1,7497462963
1,3;0,052948;0,185404444444;-2,22157716049
1,35;0,059634;0,0588305555556;-2,46173734568
1,4;0,058975;-0,0720572222222;-2,43057901235
1,45;0,05203;-0,193804444444;-2,15763981481
1,5;0,038796;-0,295442222222;-1,68712345679
1,55;0,021354;-0,368431111111;-1,06473240741
1,6;0,000551;-0,406097222222;-0,335318518519
1,65;-0,020806;-0,404231666667;0,449239197531
1,7;-0,041488;-0,361398888889;1,22801728395
1,75;-0,058653;-0,277302777778;1,89955030864
1,8;-0,070449;-0,162481666667;2,35487283951
1,85;-0,075541;-0,0312066666667;2,54651759259
1,9;-0,07374;0,103763333333;2,45276203704
